frame,timestamp,pose_detected,NOSE_x,NOSE_y,NOSE_z,NOSE_visibility,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_INNER_z,LEFT_EYE_INNER_visibility,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_z,LEFT_EYE_visibility,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,LEFT_EYE_OUTER_z,LEFT_EYE_OUTER_visibility,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_INNER_z,RIGHT_EYE_INNER_visibility,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_z,RIGHT_EYE_visibility,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,RIGHT_EYE_OUTER_z,RIGHT_EYE_OUTER_visibility,LEFT_EAR_x,LEFT_EAR_y,LEFT_EAR_z,LEFT_EAR_visibility,RIGHT_EAR_x,RIGHT_EAR_y,RIGHT_EAR_z,RIGHT_EAR_visibility,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_LEFT_z,MOUTH_LEFT_visibility,MOUTH_RIGHT_x,MOUTH_RIGHT_y,MOUTH_RIGHT_z,MOUTH_RIGHT_visibility,LEFT_SHOULDER_x,LEFT_SHOULDER_y,LEFT_SHOULDER_z,LEFT_SHOULDER_visibility,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_SHOULDER_z,RIGHT_SHOULDER_visibility,LEFT_ELBOW_x,LEFT_ELBOW_y,LEFT_ELBOW_z,LEFT_ELBOW_visibility,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_ELBOW_z,RIGHT_ELBOW_visibility,LEFT_WRIST_x,LEFT_WRIST_y,LEFT_WRIST_z,LEFT_WRIST_visibility,RIGHT_WRIST_x,RIGHT_WRIST_y,RIGHT_WRIST_z,RIGHT_WRIST_visibility,LEFT_PINKY_x,LEFT_PINKY_y,LEFT_PINKY_z,LEFT_PINKY_visibility,RIGHT_PINKY_x,RIGHT_PINKY_y,RIGHT_PINKY_z,RIGHT_PINKY_visibility,LEFT_INDEX_x,LEFT_INDEX_y,LEFT_INDEX_z,LEFT_INDEX_visibility,RIGHT_INDEX_x,RIGHT_INDEX_y,RIGHT_INDEX_z,RIGHT_INDEX_visibility,LEFT_THUMB_x,LEFT_THUMB_y,LEFT_THUMB_z,LEFT_THUMB_visibility,RIGHT_THUMB_x,RIGHT_THUMB_y,RIGHT_THUMB_z,RIGHT_THUMB_visibility,LEFT_HIP_x,LEFT_HIP_y,LEFT_HIP_z,LEFT_HIP_visibility,RIGHT_HIP_x,RIGHT_HIP_y,RIGHT_HIP_z,RIGHT_HIP_visibility,LEFT_KNEE_x,LEFT_KNEE_y,LEFT_KNEE_z,LEFT_KNEE_visibility,RIGHT_KNEE_x,RIGHT_KNEE_y,RIGHT_KNEE_z,RIGHT_KNEE_visibility,LEFT_ANKLE_x,LEFT_ANKLE_y,LEFT_ANKLE_z,LEFT_ANKLE_visibility,RIGHT_ANKLE_x,RIGHT_ANKLE_y,RIGHT_ANKLE_z,RIGHT_ANKLE_visibility,LEFT_HEEL_x,LEFT_HEEL_y,LEFT_HEEL_z,LEFT_HEEL_visibility,RIGHT_HEEL_x,RIGHT_HEEL_y,RIGHT_HEEL_z,RIGHT_HEEL_visibility,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,LEFT_FOOT_INDEX_z,LEFT_FOOT_INDEX_visibility,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_z,RIGHT_FOOT_INDEX_visibility
0,0.0,1,0.48811167290994345,0.1488273222963293,0.11380724890248758,0.9998161196708679,0.49267529295041035,0.1320529145585907,0.088508414638626,0.9998646974563599,0.4938543453499989,0.1309532212627518,0.0883962528167905,0.9998179078102112,0.4947173497476779,0.13015323168747908,0.08838552304289557,0.9998829364776611,0.49378984541326143,0.1319643925953579,0.1266958731767181,0.9998540878295898,0.49585002514865845,0.1306967277835299,0.12652162577097237,0.9997795224189758,0.49787047359493236,0.1294805646151096,0.12646705683294715,0.9998307228088379,0.5063559037822112,0.1297565567326712,0.003981289987849622,0.9999326467514038,0.5097491991269839,0.12880951416242375,0.1779437648666489,0.9996788501739502,0.4944290791774962,0.15915278308875083,0.08849570608430807,0.9997678399085999,0.4960745983607287,0.15963054370213223,0.13705725915782097,0.9994756579399109,0.5220693203952763,0.17983219673583553,-0.12274258964128433,0.9999843835830688,0.555019718366903,0.20955443569830245,0.2602699163493576,0.999618411064148,0.5175256183097413,0.24751501254268451,-0.25982185718896517,0.9965201616287231,0.603270618648796,0.2818185376537429,0.357117733546904,0.03024795651435852,0.4627337122296953,0.2717467773627568,-0.2685595109954583,0.9351544976234436,0.558294134540158,0.3300957708925636,0.3875402328851341,0.001341737457551062,0.44725026721720945,0.27199549962590625,-0.28886715348783903,0.8788064122200012,0.5470390486550498,0.33758336701593206,0.4066416723328036,0.0020206402987241745,0.4459521024377197,0.26683006961862515,-0.26496738205839715,0.8586441278457642,0.5416872130407324,0.3370865195781203,0.3900910517969331,0.001729493262246251,0.4514287954027003,0.26740038811743666,-0.25537557952053913,0.7056027054786682,0.5449601332624475,0.3359667348278152,0.3792759378056427,0.0024157187435775995,0.5400305540411625,0.3917858310929543,-0.12037892280133457,0.9999760389328003,0.5520113135551239,0.40282548182494166,0.12022986038998294,0.9999414682388306,0.5948301562062508,0.5824183279817752,-0.16609139896772954,0.9479262828826904,0.4628835993630068,0.5154161090617415,0.08721159055985349,0.3877638578414917,0.6689518177425952,0.7053922964976386,-0.17344396722900285,0.9685019254684448,0.5371694158424031,0.6439362143303136,0.1387662849929574,0.45750296115875244,0.6881919215609141,0.7162395323906741,-0.17661727350074924,0.9347847700119019,0.5603010460630163,0.6542432612472483,0.14161519579901974,0.7775852084159851,0.6489389113612941,0.7532504155085639,-0.254566636535671,0.9509202837944031,0.508276867491382,0.7031402279447011,0.10630959531591895,0.5311934947967529
1,0.0334,1,0.48851918423926094,0.1464124896101185,0.11291792076992825,0.9996659755706787,0.4930761758680947,0.13074918643577949,0.0891666849488979,0.9997560977935791,0.4942431379031469,0.12976691960454825,0.08903719406653124,0.9997035264968872,0.49509843162723377,0.1290751430954967,0.08907207596552125,0.9997962713241577,0.4942189265381207,0.13078375546248647,0.1258799461322231,0.999734103679657,0.496288303520296,0.12966596475847952,0.12567121728316893,0.9996351003646851,0.4983077026330509,0.12860813747335983,0.1256082631074466,0.9997076988220215,0.5067036543692744,0.12894799070550012,0.013434266508719745,0.9998913407325745,0.5101259642547663,0.12819302165424912,0.18025088549910734,0.9995210766792297,0.49457427505012996,0.15645686271307357,0.090895637713529,0.9996426701545715,0.49611534063632684,0.15731614578020328,0.13714336390261883,0.9992077946662903,0.5233820251651579,0.17516864252673997,-0.11692651465430967,0.9999842643737793,0.5503207195055235,0.20812022894412488,0.266330433058572,0.9995706677436829,0.5236598949332338,0.24036833935684257,-0.26959263069646355,0.9967889785766602,0.6024066659954047,0.2761968090817644,0.3700869039638894,0.0299057736992836,0.4645248943275505,0.26701204384957167,-0.29975054605857493,0.9404593110084534,0.5586935527674805,0.3279498907235954,0.4239275332514225,0.0013385916827246547,0.4493732988000751,0.26722840433354145,-0.3225526136535032,0.8887243270874023,0.5469688902368081,0.33874561444862744,0.4460517334771325,0.002020035870373249,0.44775762278716896,0.2608999941315684,-0.2969308841478577,0.8700962066650391,0.5433674563061113,0.33529165803969335,0.4293539378192876,0.0017382288351655006,0.4528523798172292,0.2620303184836061,-0.2861027855139514,0.7278642058372498,0.5473327111530972,0.3322863557955602,0.41627007035108743,0.0024328141007572412,0.5462182414281622,0.3921725493627828,-0.12036907808347189,0.9999756217002869,0.5459845136929226,0.4020074599689539,0.12021186734204534,0.9999392628669739,0.5991401447282804,0.5762988066339824,-0.16139217919403023,0.951248049736023,0.46130997609425256,0.5124771874267741,0.05797407802819576,0.4176672101020813,0.6796895999174858,0.7006686509072365,-0.16807245332877954,0.9700909852981567,0.5269496599277417,0.6499361454190078,0.09461181963813467,0.49067601561546326,0.7020160109846741,0.706752962165779,-0.17066605972660168,0.9370676875114441,0.5491093991102874,0.6636327288367535,0.09641184517136815,0.7912444472312927,0.6608980435591478,0.7605763911367297,-0.250749424204126,0.9541084170341492,0.49327297435773854,0.7078424583781852,0.057595845474698655,0.5637044310569763
2,0.0667,1,0.48884859611660186,0.14478609209016213,0.11202901481956873,0.9996035099029541,0.4933625315174916,0.12985055433425594,0.08951740480942054,0.9997139573097229,0.49453440753174277,0.12890584923170667,0.08937329194554089,0.9996628165245056,0.4954005415206192,0.12822618886029533,0.08943633818543045,0.9997628331184387,0.49449936236257064,0.13007406122756732,0.12511070805551844,0.9996825456619263,0.49655196452752143,0.12911154614600828,0.12487476763678049,0.9995786547660828,0.49853949523194424,0.1282116860359699,0.12481155889087078,0.9996562004089355,0.5070171543768239,0.12805694525753147,0.020570387115098544,0.9998751878738403,0.510337648136077,0.12777182466778172,0.18222703664869705,0.999449610710144,0.49475456089962344,0.1546857958976484,0.09260766880287156,0.9995784163475037,0.4961601641628294,0.1559238240713285,0.1371841954462456,0.9990636706352234,0.5248202361982743,0.1712743253696771,-0.11028612910450764,0.9999845623970032,0.546267628947616,0.20638529438794634,0.27228286501133087,0.9995264410972595,0.5283719780561809,0.23512570990688042,-0.2750407351758376,0.9970385432243347,0.5981896746130816,0.2726773608536709,0.38454925541555424,0.0323723703622818,0.46722491561393925,0.2630092329356499,-0.32281822716439534,0.9452913999557495,0.5579301239727263,0.3251192526661712,0.4570801095529039,0.0013921953504905105,0.4520410027676252,0.2632859314516152,-0.3478061047606259,0.897560179233551,0.547196045483187,0.3377741278607251,0.48158164096601114,0.0020638550631701946,0.45006269751450967,0.25618911449447934,-0.32126425661685054,0.880294144153595,0.5435774276306584,0.33288577740842656,0.46469959658342663,0.0017847383860498667,0.4550295054634692,0.2576823539528258,-0.30907615428760077,0.7478601932525635,0.5471833023157988,0.32857676173423556,0.4498827782544227,0.002496786415576935,0.5506134801533399,0.39221552097714035,-0.11987136248803093,0.9999759197235107,0.541721028603596,0.4014338229224957,0.11969988334637433,0.9999382495880127,0.6023717836622314,0.5709413901353492,-0.163180650357322,0.9543127417564392,0.46023614235691257,0.511111250985197,0.03569830093741204,0.44358029961586,0.6886125401461325,0.6933308802284562,-0.16917961384310867,0.9720514416694641,0.51635143355334,0.6565221172946321,0.06007772033908215,0.5226361155509949,0.7129778496591085,0.6962366031877922,-0.1715469452398362,0.9405732154846191,0.5371943855341224,0.6733371884950673,0.06072790960896329,0.8037659525871277,0.671125747385003,0.7620236816661898,-0.2530091181223765,0.9573498368263245,0.47858727471533935,0.7113927213739963,0.01855622327914737,0.5929792523384094
3,0.1001,1,0.4890954105795681,0.14380961600995013,0.11141190789032099,0.9994252324104309,0.4935375641345426,0.12927684455345842,0.08983276758369038,0.999554455280304,0.49472876771902424,0.12830344384366818,0.08967684453357636,0.9994969367980957,0.4956209920086231,0.12755962989199696,0.08975361642755555,0.9996296167373657,0.49464066955315233,0.12973676036635207,0.12464103368404027,0.999504804611206,0.49665688624332005,0.12892681487026197,0.12438468338101068,0.9993740320205688,0.49859003806030844,0.1281778211325477,0.12432745988274521,0.9994797706604004,0.507291701359627,0.12711231572019474,0.025781062963507698,0.999799370765686,0.5104097617672876,0.12749501394155704,0.18409017742652728,0.9991825819015503,0.49494694458160104,0.1536622335548168,0.09392592887500505,0.9993438720703125,0.4961960253181993,0.15526546954691833,0.1374173608102721,0.9985982775688171,0.5263035887188013,0.16810648554896981,-0.10333745706053611,0.9999843835830688,0.5428638196352757,0.2044836018920501,0.2781203582292393,0.9994571208953857,0.5318795442581178,0.23151595683850892,-0.2773774946347263,0.9971238374710083,0.5916786092422506,0.27089009578133516,0.3998361522362228,0.03186798095703125,0.470580944543952,0.259752450602038,-0.3395242894932386,0.9483964443206787,0.5563368913315953,0.3219624120386054,0.4868777302942635,0.0014432499883696437,0.45506035277754564,0.2602435318462221,-0.3663892527838133,0.9040231108665466,0.5476817487280966,0.33541526845146175,0.5132245312690182,0.002130691660568118,0.452730869600823,0.2527134015565708,-0.3395739678805806,0.8877319693565369,0.5427205802260585,0.3302870962794845,0.4961725418175853,0.0018552266992628574,0.45777688281380513,0.2543736554873296,-0.3259796538761447,0.7617509365081787,0.545192075359238,0.3251565375250259,0.4800331749560398,0.002566493349149823,0.5535173105610004,0.39198036102842904,-0.11912238337360072,0.9999753832817078,0.5389417609273692,0.40107652739489297,0.11893286778307195,0.9999353885650635,0.6046771996921593,0.5664143618587012,-0.16976203731237316,0.9557215571403503,0.45965384405392873,0.5111087193161183,0.020056163138842356,0.45759570598602295,0.6960204909175709,0.6840998412984791,-0.1750436856960639,0.9729342460632324,0.5056652019282322,0.6634171605110173,0.03455985779059931,0.5484374761581421,0.721567573941949,0.6850622024708417,-0.17744915979308679,0.9416741132736206,0.5248978245647363,0.6831009895095741,0.03401491946013235,0.8131617903709412,0.6798822490068585,0.7588644584158919,-0.25955355473053765,0.9593209028244019,0.4643292411085056,0.7138972003143154,-0.011214397952941893,0.6175981760025024
4,0.1335,1,0.4892551296657616,0.1433445476429724,0.11133797682109696,0.999221682548523,0.4936044779551894,0.1289478833928253,0.09038496663520391,0.9993941187858582,0.4948268319482291,0.12789313713987388,0.09022014991039448,0.9993472695350647,0.49575709567203424,0.12702872710072363,0.09029921741682893,0.9995012283325195,0.4946523647764071,0.12967330335459235,0.1247237977552247,0.9993274211883545,0.49661894674067736,0.12900511385538643,0.12445337106506314,0.9991813898086548,0.49848351778683975,0.12839315359270106,0.12440648178259543,0.9993047118186951,0.507522592872451,0.12614299742491933,0.029457705210468872,0.9997316002845764,0.5103678161447701,0.12731168021411057,0.1860582669437072,0.9989703297615051,0.495128433951687,0.15320882659692037,0.09514454745259873,0.9991233348846436,0.4962098804803997,0.15515297317838342,0.138080467016269,0.9982054829597473,0.5277517179509146,0.16562236334894093,-0.09659652259105299,0.9999842047691345,0.540112664510598,0.20254912131871936,0.2838360587339024,0.9993764162063599,0.5344002701185802,0.22926791279743886,-0.2778142330807685,0.9972087740898132,0.5839324346233361,0.2704649166766302,0.41527895876021953,0.030816886574029922,0.47434014957267934,0.2572558028297825,-0.3516304682254237,0.9517459869384766,0.5542468980197865,0.3188379241592124,0.5132001639801864,0.0014784068334847689,0.45823832248752217,0.25817665638345666,-0.3800636836976718,0.9108217358589172,0.5483872343054464,0.33241539742007403,0.5409735408557326,0.0021675240714102983,0.45562568202718995,0.2504888261670555,-0.3534664863542525,0.8956061601638794,0.5412003673039956,0.32791383324803175,0.5238172872499989,0.0019026062218472362,0.46091122234062176,0.2521213840493512,-0.3384972523142409,0.7768192291259766,0.5420391988921001,0.3223442680491157,0.5066403738963302,0.0026007122360169888,0.555230772995449,0.3915326846090509,-0.11835874809877032,0.9999750256538391,0.5373676133044671,0.40090753009547186,0.11814978003224026,0.9999323487281799,0.6062085195021196,0.5627860051768642,-0.179441564913952,0.9563631415367126,0.4595548270882427,0.512260011998646,0.010719568483826686,0.46612748503685,0.7022133047208368,0.6736963909544869,-0.18394290581171888,0.9731951951980591,0.49518143026145206,0.6703443056219945,0.017454102687485568,0.5690851211547852,0.7282753201909278,0.6736015070290555,-0.18656193313898736,0.9414832592010498,0.5125615354323447,0.6926684811676581,0.015724405073202496,0.818913459777832,0.6874277745927133,0.7523708927047839,-0.2685905704687248,0.9608137011528015,0.4506083460815584,0.7154620785813235,-0.03212114490377603,0.639259934425354
5,0.1668,1,0.4893232554127853,0.14325237326271917,0.11207859845080878,0.9990199208259583,0.4935664772153745,0.12878349715179524,0.09144619532745776,0.9991591572761536,0.49482921370259647,0.1276083628197653,0.09127550615575228,0.9991301894187927,0.4958061650916424,0.1265867413965975,0.09134844787818311,0.9993355870246887,0.49454396469887707,0.12978514066804012,0.12561187500650817,0.999045729637146,0.49645402409257977,0.12923978602552777,0.12533323723814177,0.9988706707954407,0.4982441210802352,0.1287442942460381,0.12529914028994715,0.9990530610084534,0.5077051264700645,0.12517788570313493,0.03199172501250379,0.9996415376663208,0.5102373222648969,0.12717091422397803,0.1883492643113463,0.9985817670822144,0.4952760368655067,0.1531482259363009,0.09655765405832215,0.9988516569137573,0.4961886860273946,0.1553982259371345,0.13941112108580747,0.9976481795310974,0.5290842591187905,0.16377919905391364,-0.0905793497647163,0.9999842643737793,0.5380175365156795,0.20071582253023784,0.2894231125469259,0.9993512034416199,0.5361518322171043,0.2281104104293815,-0.2775622745216038,0.9966552257537842,0.5760101154967634,0.2710317263514296,0.43020903932186927,0.027836132794618607,0.47824969915521276,0.25553339559993044,-0.3608984985412703,0.9544943571090698,0.5519931872130008,0.31610434434630724,0.5359271791153588,0.0018969833618029952,0.46138188555524173,0.25716075592941395,-0.39059102347680824,0.9173833131790161,0.5492737365491475,0.3295208759657994,0.5648218061957339,0.0032320779282599688,0.45861067777469267,0.24953135917514685,-0.3645482804530714,0.9033437967300415,0.5394202420761547,0.3261842069092338,0.5476783466089035,0.0029354114085435867,0.46424923451630484,0.2509427006011248,-0.3483129176365476,0.7921397686004639,0.5384048415230717,0.3204585381876901,0.5296234885156861,0.0036548953503370285,0.5560549078009913,0.3909381068114087,-0.11781706402212894,0.9999757409095764,0.5367194883751158,0.400898787733559,0.11758957947398149,0.9999351501464844,0.6071178697761691,0.5601246034626651,-0.19052445801682724,0.957888126373291,0.4599308373627973,0.5143555486118889,0.007360420823705086,0.4897788465023041,0.7074908340449672,0.662841386033662,-0.19415551111414758,0.9732059836387634,0.4851905837620344,0.677026583181396,0.008156325724540338,0.6010141372680664,0.7335912247637785,0.6622262638765629,-0.19707449503017238,0.9393738508224487,0.5005273373671634,0.7017840127567049,0.005307896796501038,0.830060601234436,0.6940225503105677,0.7438151558518149,-0.27832800177705375,0.9621291160583496,0.43753406217881946,0.716193539557203,-0.044569144255562104,0.6687517762184143
6,0.2002,1,0.4892246821821442,0.1432922554738597,0.11159962492111425,0.9986932277679443,0.49338060895324143,0.12858711533891043,0.0909259973532394,0.9987742900848389,0.4946974408932232,0.12726471147615065,0.09075720278255331,0.9987726807594299,0.49573152451526425,0.12607789963553306,0.09082154861905377,0.9990797638893127,0.49428061519191646,0.12987163503131138,0.12516112993786135,0.9985549449920654,0.49614261872285004,0.12942032498635364,0.12487987383748572,0.9983029365539551,0.49787079572399845,0.12901389505062932,0.1248606351184681,0.998593807220459,0.5078274335338808,0.12423305456593903,0.03169605001538026,0.999504029750824,0.5100387425133688,0.1269751471795127,0.18884082666504953,0.9978531002998352,0.49530846755821495,0.15319960388965018,0.09618654270550053,0.9983885884284973,0.4960728590582923,0.1557430743406984,0.1393163274357094,0.9965947270393372,0.5300651885968556,0.16259630218947163,-0.08843821028382093,0.999984085559845,0.5367067093615777,0.19928741979571257,0.29332849126317906,0.9992704391479492,0.5366884136533416,0.227444301639404,-0.2859749182676664,0.9959703087806702,0.5691338006433087,0.2718855687927261,0.4437480409801155,0.025117021054029465,0.48165656240670107,0.2538926382581676,-0.3827536141538962,0.9568123817443848,0.5505645052814274,0.31468522409737043,0.5595930852256468,0.0020492144394665956,0.463623207696391,0.25702226891384317,-0.4138573234453633,0.9231919050216675,0.5507066734743019,0.3290346705274434,0.5902518350761267,0.003722062334418297,0.4610930782653801,0.24959184052227315,-0.3891145168762393,0.9102340340614319,0.538547146153618,0.32689018106405066,0.5736189593663039,0.0034140865318477154,0.46709562751241046,0.2504798154453025,-0.3711705231444272,0.8056960105895996,0.5358807029146149,0.32112141867061944,0.5539278194898782,0.004141583573073149,0.556316994425857,0.39043207546492087,-0.1180970243988062,0.9999760389328003,0.5369073038612502,0.40111143056885157,0.1178578782331696,0.999936580657959,0.6079622054155626,0.5585852315375868,-0.1997162449262641,0.9586983323097229,0.4606043228875239,0.5168204991133908,0.00940660148694035,0.5001793503761292,0.7123434208767692,0.6550550931817183,-0.20397687555748867,0.972844123840332,0.4762763538004924,0.6827791135905799,0.002583250900543778,0.6256706118583679,0.7385210454602913,0.6543113671260572,-0.20741468261588747,0.9379531145095825,0.48932094180778574,0.7098942229519929,-0.0015417670153759,0.8392258286476135,0.6980875648540787,0.7386716629241746,-0.28815019644779544,0.963017463684082,0.42524457033419755,0.71575510960359,-0.05223686320138436,0.6931601166725159
7,0.2336,1,0.4890653359028576,0.1435305498071487,0.11572343286448172,0.9983207583427429,0.4930981119751663,0.12849949164824082,0.09462500259384429,0.9982292652130127,0.49446798058656655,0.1270193193620182,0.0944573011396928,0.9982157349586487,0.4955597537241905,0.12566799732980222,0.09450924222841706,0.9986995458602905,0.49391371921781724,0.13001009825365278,0.12940511779560104,0.9979130625724792,0.4957292764892678,0.1295982907702042,0.12912753780127154,0.9975641369819641,0.4974056000198251,0.12922795637921047,0.1291186658096761,0.9980242848396301,0.507893337514296,0.12337545852561124,0.03339473361318769,0.9993188381195068,0.5098250342971529,0.12669105588139382,0.19347415103779014,0.9968227744102478,0.49529120326042286,0.1533712818350273,0.09958097331729546,0.997894823551178,0.495907062208737,0.1560669356918005,0.1436254550596498,0.9954172968864441,0.5308970864558287,0.16211335211644953,-0.086367612726344,0.9999843239784241,0.5360970738884464,0.1982212094785455,0.29947819090111893,0.9992630481719971,0.5378258804897063,0.22724701908779638,-0.2901307194730347,0.9958877563476562,0.5650558932955739,0.2731959796174151,0.45938521512460706,0.02266474813222885,0.48497457284749634,0.2539607040531991,-0.39493960722204224,0.9593228101730347,0.5492828064587301,0.31428404628258,0.5815426794799071,0.002240170957520604,0.46603446393024217,0.25874156287778005,-0.42667236687975985,0.9285929799079895,0.5518946486475318,0.32925439200479184,0.6137275663844924,0.004257138818502426,0.4638858488250734,0.25168385976678065,-0.4024394940593591,0.9166629910469055,0.5379099626363308,0.32836435377458945,0.5975974579374287,0.003922674339264631,0.4705148916561297,0.2518909897281857,-0.38382097790430286,0.8185818791389465,0.5339822560757201,0.3226451794584322,0.5763137512134796,0.004664500709623098,0.5567251727297602,0.38983044792444366,-0.11917794059901274,0.9999758005142212,0.5368966720043096,0.4013306672895436,0.11893388380606995,0.9999374151229858,0.6082583417147759,0.5584000953427574,-0.20714592548100313,0.9597780704498291,0.46201601124310093,0.5202809975141701,0.01601565176608056,0.4997989535331726,0.7176612065388621,0.6450878244179961,-0.20990809527310506,0.9712883234024048,0.4678609423287275,0.688283348139073,0.005523983601888839,0.6418728828430176,0.7437012003851953,0.6431958932420883,-0.21335789846095776,0.9361479878425598,0.47844316068785,0.7177544605759767,0.0005851087696624293,0.8466648459434509,0.7050468460385354,0.7300839928480312,-0.2915282711421422,0.9625993967056274,0.4124935198497114,0.7153607173399508,-0.05115551569679276,0.7115887999534607
8,0.2669,1,0.48886064479956925,0.14366789176052855,0.12389111979093889,0.9980183243751526,0.4927690188228956,0.1283534876394386,0.10188290167660724,0.9977506399154663,0.49417979073969187,0.12673135522084386,0.10171023940359261,0.9977459907531738,0.4953130323153287,0.1252449862051124,0.10174716003499687,0.9983795881271362,0.4935104197416561,0.1300247602321054,0.1373599480082108,0.9973312020301819,0.49528020884329454,0.1296206102087784,0.13709113852822172,0.9969117045402527,0.4969082096100976,0.12925609654479955,0.13708523940512102,0.9975171685218811,0.5078598533199117,0.12262359277143373,0.03632862664898105,0.9991755485534668,0.5095604717870426,0.12633170974212954,0.19990884191367497,0.9959537982940674,0.49520312141983214,0.15323109605234575,0.10625995787637796,0.9975228309631348,0.49570767188961523,0.15601603103267597,0.1513927259367388,0.9945340156555176,0.5316400420971418,0.1615871015267498,-0.0851148593832148,0.9999847412109375,0.5349986682405017,0.19742304500027458,0.30578212985347825,0.9992729425430298,0.5398975628795057,0.22823297723884678,-0.28558397150678855,0.9959187507629395,0.5632280915767176,0.2745811870464918,0.4659775822729508,0.020481372252106667,0.48799000246263713,0.2549541389747661,-0.3857824410939281,0.9618483185768127,0.5479781627655042,0.31496329546530555,0.5832395507739154,0.0024555970449000597,0.4684022788679138,0.2615803879596698,-0.41648589995079754,0.9337319135665894,0.5527255375346394,0.3311394924050452,0.615473375453817,0.004790609702467918,0.46675273261981787,0.25480136858833474,-0.39179625978697796,0.9227475523948669,0.5373721560398194,0.3304833475943219,0.6000736432892473,0.004427724052220583,0.4737425023442392,0.2540829757571504,-0.37435400100438,0.8308600187301636,0.5328727427062466,0.32486990906975555,0.5781589471376872,0.005192170385271311,0.5571319745692909,0.3890561273881614,-0.1207884101149366,0.999975860118866,0.5368726236836905,0.4016992767235069,0.12054805018198822,0.9999388456344604,0.6081437704724323,0.5595879674235713,-0.2116730731406139,0.9615038633346558,0.46401416894161446,0.5243673463523538,0.035021188803503495,0.503967821598053,0.7219538813704394,0.636124252856196,-0.20967824142296043,0.9709241390228271,0.46182291678615484,0.6920257284368961,0.02838294962008591,0.65965336561203,0.7471176922182398,0.6330496393717266,-0.212717415569546,0.9359630346298218,0.47041545763160353,0.7230860678466066,0.02350884479077619,0.854716420173645,0.711937291638836,0.7205097336313402,-0.28651529984735447,0.9630990028381348,0.4025093678272141,0.7146014196055768,-0.02722033251311403,0.7300825119018555
9,0.3003,1,0.48861481113867433,0.14363225815179495,0.1373189789154038,0.9977585673332214,0.49244558964020274,0.12807811692461296,0.11494787270094711,0.9972566366195679,0.4938904794501825,0.12632708793336722,0.11477422495405183,0.9972568154335022,0.4950547903984588,0.12473842029249223,0.1147969911495847,0.9980143904685974,0.49313800755914383,0.1298694134036425,0.15088613263585385,0.9967970252037048,0.4948843087488688,0.1294435571818366,0.1506269798898478,0.9963850975036621,0.4964890528670013,0.12905426736756112,0.1506198619629123,0.9971145391464233,0.5078059526590212,0.12196663570848681,0.04614420102297019,0.9990440011024475,0.5093435490881658,0.12590958240565747,0.21208616556265464,0.9954078793525696,0.495044709919217,0.1529242754121486,0.11841542178239603,0.9971324801445007,0.4954989891507976,0.15578485038869622,0.16434292015912688,0.9937644600868225,0.5318950529976614,0.16155846771243604,-0.07831080458485182,0.999984860420227,0.5351931149865098,0.19719280403255068,0.31308879934268746,0.9992919564247131,0.5420853037100584,0.2297953176192753,-0.27519944428286136,0.996113121509552,0.5662027215346325,0.275599196935312,0.4640277682484457,0.018525466322898865,0.49077970352206307,0.25777178099661224,-0.3681850667808447,0.9647277593612671,0.5472352538075492,0.316027212531973,0.5646276155829719,0.002884781686589122,0.47091409682116137,0.2662650471106004,-0.3978863967048547,0.9392667412757874,0.5529465415538898,0.3336649208496786,0.5945596895017837,0.005803851876407862,0.4698196870463721,0.2596825506442638,-0.37254208552114976,0.9293147921562195,0.5372337612794564,0.3326410000974489,0.5795565428155853,0.00537661649286747,0.4770003042437824,0.25808850979749476,-0.3563536646274428,0.844828724861145,0.5329092613189104,0.3267786210372461,0.5591087662951386,0.006183978170156479,0.5567990717910121,0.38816925897187093,-0.12264063355180793,0.9999762177467346,0.537024855196894,0.4019094794502356,0.12239820959962636,0.9999414682388306,0.6071718028097455,0.5606165731147743,-0.21281169042303894,0.9647029638290405,0.4666321631911762,0.5289006655588584,0.0560469244713169,0.5216217041015625,0.7260294756689287,0.6253975525602607,-0.20669050372286046,0.9727478623390198,0.45605346893930865,0.6950475466557053,0.05442723901486492,0.6839174628257751,0.750701531663643,0.6199037778627636,-0.20906390242782275,0.9403620958328247,0.4626434321031158,0.7274036868746758,0.04995483938943267,0.8660388588905334,0.7203479885777131,0.7085521469860937,-0.2776733742102049,0.9656875729560852,0.3950091679613082,0.7131896150973587,0.0015680121587880276,0.7521873116493225
